County,State,Distance
Garfield County,WA,62.120342
Daviess County,IN,62.058826
Carroll County,VA,61.958164
Lake County,MT,61.776726
Edgar County,IL,61.599632
Gladwin County,MI,61.413223
Duplin County,NC,61.364754
Greene County,IL,61.320015
Alexander County,NC,61.212521
Union County,SC,61.0317
Cocke County,TN,60.869522
Ogemaw County,MI,60.729092
Washington County,IN,60.696781
Hertford County,NC,60.685596
Mason County,KY,60.67379
Randolph County,GA,60.625946
Polk County,WI,60.560699
Richmond County,NC,60.508507
Bayfield County,WI,60.466251
Warren County,VA,60.426483
Perquimans County,NC,60.410328
Flagler County,FL,60.389202
Northumberland County,PA,60.241314
Miller County,GA,60.169235
Warren County,NC,60.122635
Bates County,MO,60.105236
Holmes County,OH,60.094051
Massac County,IL,60.062981
Mifflin County,PA,59.98531
Hamilton County,NY,59.855446
Onslow County,NC,59.701344
Richland County,OH,59.695129
Gilmer County,GA,59.686432
Giles County,VA,59.600681
Hart County,GA,59.521145
Wayne County,NC,59.519905
Calhoun County,IL,59.500641
Nottoway County,VA,59.367046
Mineral County,MT,59.304909
Lake County,CO,59.277569
Bulloch County,GA,59.189957
Linn County,KS,59.017216
Iroquois County,IL,59.007271
Gallatin County,IL,58.928978
Hood River County,OR,58.927738
Mecosta County,MI,58.927116
Pulaski County,IN,58.923386
Ohio County,WV,58.890453
Marion County,IL,58.883621
Glades County,FL,58.791035
Jennings County,IN,58.771152
Mahaska County,IA,58.76059
Oglethorpe County,GA,58.749405
Bullock County,AL,58.74754
Orleans County,VT,58.723927
Robertson County,KY,58.65744
Delaware County,IN,58.567341
Monroe County,IA,58.513905
Franklin County,GA,58.441826
Alleghany County,VA,58.364777
Amherst County,VA,58.350483
Burke County,NC,58.236153
Cedar County,NE,58.219994
Avery County,NC,58.143566
Harper County,KS,58.11747
Seminole County,GA,58.09137
Franklin County,MO,58.087021
Watauga County,NC,58.050362
Lancaster County,VA,58.026749
Mahoning County,OH,57.955292
Mille Lacs County,MN,57.95467
Chautauqua County,NY,57.883835
White County,GA,57.822319
Chouteau County,MT,57.809891
Boone County,IL,57.740917
Butler County,NE,57.684994
Highland County,OH,57.645226
Gates County,NC,57.634663
Mackinac County,MI,57.62907
Fayette County,IN,57.628448
Rich County,UT,57.622856
Crawford County,OH,57.499825
Covington City,VA,57.498585
Miami County,IN,57.466892
Traill County,ND,57.292908
Logan County,OH,57.142536
Waseca County,MN,57.106499
Mcintosh County,GA,57.028206
Carroll County,KY,57.003349
Martin County,IN,56.936241
Morrow County,OR,56.920708
Cherokee County,IA,56.910145
Harrison County,KY,56.908279
Sierra County,CA,56.793949
Jefferson County,IL,56.773441
Indiana County,PA,56.759773
Dillon County,SC,56.73616
Lee County,SC,56.706333
Howard County,IA,56.705715
Jefferson County,IA,56.695148
Sullivan County,IN,56.670918
Quitman County,GA,56.500038
Montgomery County,NC,56.460892
Barnwell County,SC,56.429825
York County,NE,56.347183
Columbiana County,OH,56.313629
Rappahannock County,VA,56.291882
Mcpherson County,KS,56.285667
Sibley County,MN,56.180035
Manistee County,MI,56.099876
Vigo County,IN,56.032768
Shelby County,IA,56.000458
Teton County,MT,55.89296
Taylor County,FL,55.873077
Santa Fe County,NM,55.848843
Hamilton County,IL,55.820881
Guthrie County,IA,55.790432
Marlboro County,SC,55.751289
Scott County,IA,55.741966
Stevens County,WA,55.718353
Lee County,IL,55.582897
Benewah County,ID,55.467941
Hardin County,IA,55.356094
Ashtabula County,OH,55.30825
Upson County,GA,55.266617
Mitchell County,NC,55.154148
Hendry County,FL,55.044167
Evans County,GA,55.016205
Le Sueur County,MN,54.987621
Nemaha County,NE,54.966496
Schuyler County,IL,54.739697
Page County,VA,54.557632
Owen County,KY,54.513515
Jenkins County,GA,54.488041
Switzerland County,IN,54.412231
Campbell County,VA,54.407261
Lynchburg City,VA,54.406639
Greene County,PA,54.404778
Habersham County,GA,54.346367
Columbus County,NC,54.259377
Cape Girardeau County,MO,54.22023
Ross County,OH,54.159336
Halifax County,VA,54.1264
Madison County,GA,54.102791
Seneca County,OH,54.031334
Douglas County,OR,54.014233
Burt County,NE,53.893387
Tuscarawas County,OH,53.885933
Richmond County,VA,53.823795
Floyd County,GA,53.743015
Johnson County,MO,53.706978
Wilkes County,NC,53.657887
Monroe County,GA,53.629303
Madison County,FL,53.542934
Musselshell County,MT,53.503788
Archuleta County,CO,53.397533
Carroll County,NH,53.353416
Ripley County,IN,53.304329
Atchison County,KS,53.299976
Curry County,OR,53.223553
Wayne County,NE,53.210499
Milwaukee County,WI,53.169491
Cattaraugus County,NY,53.15955
Lumpkin County,GA,53.080013
Oneida County,ID,53.06448
Spotsylvania County,VA,53.019741
Perry County,MO,53.006069
Banks County,GA,52.952011
Ashland County,OH,52.942688
Cherokee County,SC,52.860668
Montour County,PA,52.859425
Kosciusko County,IN,52.853832
Mcleod County,MN,52.845135
Pend Oreille County,WA,52.787346
Nash County,NC,52.754414
Taliaferro County,GA,52.726452
Keokuk County,IA,52.720238
Reno County,KS,52.686062
Charlton County,GA,52.581051
Volusia County,FL,52.442486
Montgomery County,IL,52.436893
Clinton County,MO,52.436893
Jackson County,NC,52.374134
Darke County,OH,52.341824
Fulton County,IN,52.218792
Buena Vista City,VA,52.080849
Marion County,KS,52.075878
Muskingum County,OH,52.052887
Crawford County,MI,52.015602
Calhoun County,FL,51.944767
Lawrence County,PA,51.907486
Gordon County,GA,51.871445
Winona County,MN,51.828571
Carroll County,OH,51.819252
Polk County,NC,51.66888
Sullivan County,PA,51.660801
Shelby County,OH,51.619167
Delaware County,NY,51.514156
Westmoreland County,VA,51.338932
Laramie County,WY,51.191044
Greenwood County,SC,51.171162
Carbon County,MT,51.002148
Heard County,GA,50.995312
Long County,GA,50.934418
Jasper County,GA,50.906456
Wilkin County,MN,50.819466
Martinsville City,VA,50.802689
Rockingham County,VA,50.791504
Southampton County,VA,50.710102
Jackson County,IN,50.705753
Sumter County,FL,50.672821
Powell County,MT,50.652317
Fremont County,CO,50.551655
Walworth County,WI,50.486408
Richland County,ND,50.438564
Lagrange County,IN,50.385124
Rockbridge County,VA,50.279491
Schley County,GA,50.272659
Kingman County,KS,50.252151
Isabella County,MI,50.25029
Lexington City,VA,50.211761
Scott County,IL,50.163918
Benton County,IA,50.093082
Tuolumne County,CA,50.038403
San Juan County,CO,50.006088
Buchanan County,MO,49.996147
Meriwether County,GA,49.959488
Patrick County,VA,49.940224
Ida County,IA,49.915371
Hancock County,OH,49.83894
Umatilla County,OR,49.791718
Grays Harbor County,WA,49.674278
Wilkes County,GA,49.628296
Wilson County,NC,49.590393
Decatur County,IN,49.547516
Pueblo County,CO,49.5121
Pulaski County,VA,49.384098
Desoto County,FL,49.326309
Missaukee County,MI,49.304562
Pasquotank County,NC,49.285297
San Juan County,NM,49.245533
Fulton County,PA,49.223782
Unicoi County,TN,49.180286
Trumbull County,OH,49.095779
Dixie County,FL,49.039234
Cowley County,KS,48.924904
Monona County,IA,48.888241
Lucas County,IA,48.819893
Webster County,GA,48.793175
Henry County,VA,48.78323
Lafayette County,MO,48.781368
Macon County,AL,48.749676
Perry County,OH,48.583149
Essex County,VA,48.516041
Branch County,MI,48.467575
Greene County,TN,48.370018
Taylor County,GA,48.223377
Becker County,MN,48.165588
Middlesex County,VA,48.054363
Catawba County,NC,47.89529
Columbia County,FL,47.885971
Ray County,MO,47.855522
Morgan County,GA,47.764805
Saluda County,SC,47.670975
Union County,IN,47.604488
Coles County,IL,47.596413
Anson County,NC,47.587711
Macoupin County,IL,47.581497
Glascock County,GA,47.540489
Henry County,IA,47.442932
Frederick County,VA,47.430508
Brevard County,FL,47.423672
Orangeburg County,SC,47.406895
Henry County,OH,47.335438
Somerset County,MD,47.326115
Hawkins County,TN,47.225452
Danville City,VA,47.224831
Cumberland County,VA,47.089375
Montgomery County,IA,47.019157
Orange County,IN,46.865681
Abbeville County,SC,46.84269
Wayne County,PA,46.835232
Haralson County,GA,46.754456
Champaign County,OH,46.745754
Winchester City,VA,46.680511
Sioux County,IA,46.664978
Brown County,OH,46.650684
Sussex County,VA,46.618996
Chester County,SC,46.59787
Lincoln County,WA,46.573635
Torrance County,NM,46.556858
Hocking County,OH,46.412701
Montezuma County,CO,46.220074
Arenac County,MI,46.146133
Worcester County,MD,46.10947
Currituck County,NC,46.008186
Snyder County,PA,45.865894
Smyth County,VA,45.845387
Otsego County,NY,45.670162
Colleton County,SC,45.509846
Henry County,IN,45.352642
Montcalm County,MI,45.288017
Chisago County,MN,45.25322
Clay County,SD,45.247627
Fredericksburg City,VA,45.151939
Calaveras County,CA,45.092285
Franklin County,KS,44.971741
Caswell County,NC,44.80397
Juniata County,PA,44.782845
Chenango County,NY,44.77663
Marion County,FL,44.733135
Mariposa County,CA,44.728783
Putnam County,IN,44.639927
Fayette County,OH,44.58152
Alexander County,IL,44.518761
Mason County,IL,44.510681
Franklin City,VA,44.49577
Clay County,IN,44.452274
Ohio County,IN,44.398216
Lamar County,GA,44.344776
Cleveland County,NC,44.321785
Culpeper County,VA,44.282017
Camden County,NC,44.280155
Randolph County,IL,44.204967
Newberry County,SC,44.201862
Starke County,IN,44.180733
Louisa County,IA,44.172657
Camden County,GA,44.069508
Jefferson County,OH,44.057083
Clarke County,IA,44.009857
Lyon County,NV,43.986866
Northampton County,VA,43.967606
Bond County,IL,43.966362
Polk County,GA,43.944614
King And Queen County,VA,43.9384
Augusta County,VA,43.901119
Dawson County,GA,43.837738
Kittitas County,WA,43.790512
Ravalli County,MT,43.61591
Muskegon County,MI,43.615288
Franklin County,IN,43.60783
Pulaski County,IL,43.556255
Douglas County,NV,43.550663
Beaufort County,SC,43.518974
Knox County,IL,43.48542
Stillwater County,MT,43.432602
Moore County,NC,43.432602
Troup County,GA,43.389107
Fayette County,PA,43.224445
Stewart County,GA,43.126266
Washington County,IL,43.086498
Rice County,MN,43.082771
Morgan County,UT,42.993916
Johnson County,NE,42.909409
Liberty County,GA,42.848515
Jefferson County,GA,42.847271
Brooke County,WV,42.845409
Jones County,IA,42.811234
Charlotte County,FL,42.643463
Floyd County,VA,42.608044
Bracken County,KY,42.527267
Cass County,IN,42.465752
Alger County,MI,42.455807
Hancock County,WV,42.351418
Pierce County,WI,42.24268
Eagle County,CO,42.225281
Newaygo County,MI,42.182404
Norman County,MN,42.11219
Fulton County,OH,41.976109
Mathews County,VA,41.967411
Howard County,IN,41.902164
Cowlitz County,WA,41.838165
Gage County,NE,41.719482
Pickens County,GA,41.718239
Amador County,CA,41.630005
Marion County,IA,41.627522
Buckingham County,VA,41.619442
Radford City,VA,41.545498
Livingston County,IL,41.545498
Putnam County,FL,41.495167
Butts County,GA,41.468449
Lake County,MN,41.453537
Rowan County,NC,41.411282
Wasatch County,UT,41.383942
Pike County,GA,41.339825
St. Clair County,MI,41.245998
Carroll County,GA,41.186348
Susquehanna County,PA,41.042187
Isanti County,MN,41.008636
Staunton City,VA,40.898029
Clarke County,VA,40.891815
Vance County,NC,40.751389
Gratiot County,MI,40.652588
Columbia County,PA,40.507809
Sumter County,SC,40.440701
Marion County,OH,40.417088
Utah County,UT,40.375458
Russell County,VA,40.341904
Armstrong County,PA,40.280388
Lamoille County,VT,40.257397
Gallatin County,KY,40.196503
Oconee County,SC,40.187183
Clarke County,GA,40.166676
Jefferson County,OR,40.14555
Shelby County,IL,39.929935
Marion County,GA,39.926826
Goodhue County,MN,39.924965
Franklin County,VT,39.827408
Ionia County,MI,39.817467
Surry County,VA,39.796341
Madison County,IN,39.744144
Mower County,MN,39.718666
Morgan County,WV,39.703133
San Juan County,WA,39.700027
Newton County,IN,39.650318
Warren County,GA,39.642239
Scotland County,NC,39.592529
Thomas County,GA,39.576374
Surry County,NC,39.552761
Dinwiddie County,VA,39.550278
El Dorado County,CA,39.535362
Steele County,MN,39.509888
Weber County,UT,39.391205
Skamania County,WA,39.36076
Jasper County,IA,39.316021
Marshall County,IA,39.275009
Wexford County,MI,39.183044
Kalawao County,HI,39.176945
Sandusky County,OH,39.128986
Knox County,OH,39.077412
Fremont County,IA,39.057529
Hardee County,FL,39.042618
Bartholomew County,IN,39.016518
Laurens County,SC,39.012791
Tipton County,IN,38.959972
Benton County,OR,38.956867
Chambers County,AL,38.933876
Saline County,IL,38.882923
Baker County,FL,38.800903
Yancey County,NC,38.760513
Orange County,VA,38.674145
Bladen County,NC,38.550491
Fountain County,IN,38.389557
Jefferson County,MO,38.379612
Greene County,IA,38.321205
Liberty County,FL,38.25161
Elbert County,CO,38.22427
Iredell County,NC,38.220543
Dodge County,NE,38.149086
Berkshire County,MA,38.043449
Transylvania County,NC,37.998711
Fulton County,IL,37.971992
Otsego County,MI,37.888729
Tooele County,UT,37.843369
Fauquier County,VA,37.830944
Hernando County,FL,37.67622
Fillmore County,MN,37.543869
Okeechobee County,FL,37.530819
Stafford County,VA,37.522121
Hoonah-Angoon Census Area,AK,37.470512
Asotin County,WA,37.459984
Louisa County,VA,37.39101
Broadwater County,MT,37.235668
Decatur County,GA,37.230698
Amelia County,VA,37.215164
Oconee County,GA,37.133141
Cass County,IL,37.065414
Grant County,KY,36.92374
Rush County,IN,36.772747
Kent County,MD,36.726143
Robeson County,NC,36.458332
Wayne County,OH,36.427265
Jasper County,SC,36.366993
Ford County,IL,36.28994
Schuylkill County,PA,36.057549
Antrim County,MI,35.991062
Morrow County,OH,35.964966
Jefferson County,MT,35.946945
Stanly County,NC,35.755562
Sampson County,NC,35.710201
Miami County,KS,35.679756
Sherburne County,MN,35.631908
Linn County,OR,35.608917
Otoe County,NE,35.598354
Muscatine County,IA,35.533112
Calhoun County,MI,35.530624
Hamilton County,IA,35.495831
Johnson County,TN,35.471596
Lenawee County,MI,35.427479
Crook County,OR,35.363476
Cumberland County,NJ,35.220562
Stark County,IL,35.180794
Columbia County,OR,35.142269
Jersey County,IL,35.05217
Weld County,CO,35.026695
Sullivan County,NY,35.006809
Mcdowell County,NC,34.990654
Caroline County,VA,34.924168
Bennington County,VT,34.919819
Ottawa County,OH,34.881294
Dearborn County,IN,34.855816
Harrison County,IA,34.842148
Douglas County,KS,34.78001
Grafton County,NH,34.765099
Calhoun County,SC,34.760124
St. Charles County,MO,34.748322
King George County,VA,34.710415
Clear Creek County,CO,34.702339
Tehama County,CA,34.680592
Marshall County,IL,34.634609
Johnson County,IL,34.625908
Washington County,TN,34.61721
Lincoln County,NC,34.565014
St. Croix County,WI,34.528355
Morgan County,IL,34.484238
Jackson County,GA,34.45752
Fairfield County,SC,34.443848
St. Joseph County,MI,34.415264
Bureau County,IL,34.386681
Barry County,MI,34.384197
Lee County,NC,34.357479
Clinton County,IL,34.263649
Beaver County,PA,34.232582
Jasper County,IN,34.192192
Lancaster County,SC,34.107063
Scott County,VA,34.038715
St. Johns County,FL,34.024422
Pinal County,AZ,33.9772
Dixon County,NE,33.931839
Cheboygan County,MI,33.923138
Grady County,GA,33.902634
Montgomery County,VA,33.846088
Wabasha County,MN,33.744183
Mccormick County,SC,33.463947
Allegan County,MI,33.444683
St. Mary'S County,MD,33.440956
Thurston County,NE,33.426041
Pendleton County,KY,33.346508
Putnam County,IL,33.312332
Miami County,OH,33.286232
Nez Perce County,ID,33.276913
Sumner County,KS,33.148289
Caledonia County,VT,33.004753
Gilchrist County,FL,32.958771
Tuscola County,MI,32.822689
Saunders County,NE,32.786652
Tioga County,PA,32.720165
Vermilion County,IL,32.700279
Cape May County,NJ,32.695309
Dekalb County,IL,32.621986
Matanuska-Susitna Borough,AK,32.551804
Santa Barbara County,CA,32.452976
Preble County,OH,32.448002
Johnston County,NC,32.416313
Columbia County,WA,32.384003
Warren County,IN,32.375301
Teton County,ID,32.333672
Madison County,OH,32.298874
Seneca County,NY,32.267185
Rockingham County,NC,32.23798
Clinton County,OH,32.157204
Mchenry County,IL,32.077045
La Porte County,IN,31.983839
Talbot County,GA,31.983217
Lee County,AL,31.980112
Franklin County,IL,31.901819
Nelson County,VA,31.87945
Burke County,GA,31.870129
Greene County,IN,31.858944
Bedford County,VA,31.726591
Clay County,FL,31.711679
Moultrie County,IL,31.678125
Newport County,RI,31.659483
Saline County,NE,31.54888
Mendocino County,CA,31.463131
Grundy County,IL,31.41342
Oswego County,NY,31.410315
Christian County,IL,31.366817
Lincoln County,GA,31.231359
Licking County,OH,31.008287
Lorain County,OH,30.98716
Bartow County,GA,30.934965
Linn County,IA,30.903275
Colusa County,CA,30.794535
Addison County,VT,30.74234
Marshall County,IN,30.650377
Wright County,MN,30.6423
Butler County,PA,30.629871
Collier County,FL,30.614958
Mason County,WA,30.564007
York County,ME,30.486956
Bradford County,PA,30.460859
Logan County,IL,30.402451
Carbon County,PA,30.358953
Levy County,FL,30.357712
Benton County,IN,30.322292
Racine County,WI,30.283146
Box Elder County,UT,30.277554
Hillsdale County,MI,30.224737
Warren County,OH,30.11289
Madison County,IA,30.033356
White County,IN,30.020306
Kankakee County,IL,29.97681
Yamhill County,OR,29.940771
Franklin County,NC,29.901003
Livingston County,NY,29.866827
Spartanburg County,SC,29.837624
Leavenworth County,KS,29.817739
Plymouth County,MA,29.791641
Kershaw County,SC,29.759331
Seward County,NE,29.755602
Cedar County,IA,29.728884
Sullivan County,NH,29.557384
Essex County,NY,29.530666
St. Louis County,MN,29.524452
Montgomery County,IN,29.482199
Union County,OH,29.475365
Washington County,RI,29.472258
Monroe County,PA,29.472258
Cayuga County,NY,29.347982
Mcduffie County,GA,29.208796
Waynesboro City,VA,29.193262
Perry County,IL,29.052832
Spalding County,GA,29.021141
Clark County,OH,29.009335
Kings County,CA,28.908674
Pike County,PA,28.771351
Iowa County,IA,28.725368
Butler County,OH,28.680008
Monroe County,IL,28.669445
Washington County,PA,28.584938
Craig County,VA,28.541443
Carter County,TN,28.464394
Gilpin County,CO,28.388586
Shiawassee County,MI,28.184776
Harvey County,KS,28.159922
Livingston County,MI,28.084736
Lapeer County,MI,28.031919
Lake County,FL,28.018248
King William County,VA,27.961082
Haywood County,NC,27.856071
Shelby County,IN,27.703213
Madison County,VA,27.670902
Cortland County,NY,27.615601
James City County,VA,27.474548
Midland County,MI,27.465227
Effingham County,GA,27.444101
Benzie County,MI,27.372644
Cass County,MI,27.365187
Wyoming County,PA,27.363945
Nassau County,FL,27.32604
Belknap County,NH,27.301807
Union County,FL,27.291245
Glenn County,CA,27.194931
Bradford County,FL,27.112911
Charles City County,VA,27.072521
Adams County,PA,26.999199
Edgefield County,SC,26.997957
York County,SC,26.994228
Carson City,NV,26.969995
Hall County,GA,26.904129
Franklin County,ID,26.856285
Douglas County,IL,26.800982
Lancaster County,PA,26.786692
Elkhart County,IN,26.681679
Jefferson County,WV,26.671116
Coweta County,GA,26.66428
Washington County,IA,26.583502
Lebanon County,PA,26.566725
Gloucester County,VA,26.503967
Summit County,UT,26.459229
Morgan County,IN,26.459229
Prince George County,VA,26.449907
Carlton County,MN,26.426916
Person County,NC,26.395227
Westmoreland County,PA,26.252934
Calvert County,MD,26.23802
Pickaway County,OH,26.219999
Brunswick County,NC,26.216894
Cass County,MO,26.017433
Cabarrus County,NC,25.978287
Lawrence County,IN,25.938519
Stark County,OH,25.883839
Dallas County,IA,25.821079
Yates County,NY,25.742167
Petersburg City,VA,25.504181
Suffolk City,VA,25.463791
Windham County,VT,25.455091
Sandoval County,NM,25.421537
Wayne County,NY,25.383013
Wyoming County,NY,25.355673
Yadkin County,NC,25.289186
Van Buren County,MI,25.241341
Powhatan County,VA,25.051823
Strafford County,NH,25.00584
Berrien County,MI,24.930033
Prince William County,VA,24.890886
Douglas County,GA,24.739273
Davis County,UT,24.723738
Harnett County,NC,24.687077
Madison County,NY,24.669058
Pender County,NC,24.557833
Kalkaska County,MI,24.554726
Williamsburg City,VA,24.464005
Jefferson County,FL,24.458412
Teller County,CO,24.360237
Johnson County,IN,24.340973
Loudoun County,VA,24.304314
Lackawanna County,PA,24.294371
Clermont County,OH,24.268272
Manassas City,VA,24.232855
Henderson County,NC,24.160776
Ottawa County,MI,24.041473
Aiken County,SC,23.991142
Kootenai County,ID,23.933353
Newton County,GA,23.910984
Wakulla County,FL,23.845741
Franklin County,VA,23.743216
Madison County,NC,23.680456
Union County,SD,23.572338
De Witt County,IL,23.563017
Stokes County,NC,23.523249
Cass County,NE,23.485346
Perry County,PA,23.483482
Valencia County,NM,23.458006
Davidson County,NC,23.443714
Piatt County,IL,23.41016
Lake County,OH,23.408295
Carver County,MN,23.302662
Brown County,IN,23.27408
Plymouth County,IA,23.119358
Alamance County,NC,23.037336
Carroll County,IN,22.864595
Colonial Heights City,VA,22.769526
Anderson County,SC,22.727894
Granville County,NC,22.650223
Leelanau County,MI,22.424665
Walton County,GA,22.419695
Bryan County,GA,22.355072
Hopewell City,VA,22.350721
Steuben County,NY,22.321518
Clinton County,IN,22.148155
Wood County,OH,22.135727
Berkeley County,WV,22.014561
St. Louis County,MO,22.008968
Carroll County,MD,21.920732
Fluvanna County,VA,21.851139
Manassas Park City,VA,21.683369
New Kent County,VA,21.641737
Menard County,IL,21.527405
Dorchester County,MD,21.501928
Forsyth County,GA,21.48391
Wicomico County,MD,21.476452
Dorchester County,SC,21.476452
Schuyler County,NY,21.455326
Queen Anne'S County,MD,21.150854
Berkeley County,SC,21.047707
Charlevoix County,MI,20.846382
Owen County,IN,20.842033
Franklin County,PA,20.830849
Harris County,GA,20.801643
Goochland County,VA,20.745098
Chatham County,NC,20.727699
Gaston County,NC,20.640087
Orange County,VT,20.520163
Fairfield County,OH,20.323187
Woodford County,IL,20.302061
Harford County,MD,20.267885
Davie County,NC,20.229982
Indian River County,FL,20.157904
Union County,NC,20.02928
El Paso County,TX,19.947258
Randolph County,NC,19.820498
Gadsden County,FL,19.565737
Caroline County,MD,19.456997
Putnam County,NY,19.375597
Herkimer County,NY,19.274935
Barrow County,GA,19.237652
Henry County,GA,19.074232
Geauga County,OH,19.058075
Isle Of Wight County,VA,19.036327
Sussex County,DE,19.00091
Paulding County,GA,18.98724
Salem County,NJ,18.945608
Piscataquis County,ME,18.928209
Bristol County,MA,18.915161
Cherokee County,GA,18.846188
Orleans County,NY,18.825062
Union County,IL,18.752983
Washington County,NE,18.723778
Mills County,IA,18.700787
Medina County,OH,18.674068
Grand Isle County,VT,18.54793
Cecil County,MD,18.370218
Windsor County,VT,18.263342
Middlesex County,MA,18.065125
Boone County,KY,17.927801
Middlesex County,CT,17.854481
Pickens County,SC,17.803528
Washington County,VA,17.66869
Scott County,MN,17.580456
Dodge County,MN,17.546902
Butler County,KS,17.49222
Storey County,NV,17.397772
Washington County,MN,17.344955
Monroe County,MI,17.246157
Portage County,OH,17.13369
Kane County,IL,17.088329
Ocean County,NJ,17.005066
Porter County,IN,16.829218
Greene County,VA,16.800013
Washington County,NY,16.714264
Hoke County,NC,16.652748
Clay County,MO,16.620436
Windham County,CT,16.384937
San Benito County,CA,16.344547
Kenosha County,WI,16.258799
Riverside County,CA,16.243885
Botetourt County,VA,16.222137
Greene County,NY,16.177399
Chattahoochee County,GA,16.058718
Norfolk County,MA,16.054989
Hancock County,IN,16.017706
Eaton County,MI,15.977318
Lake County,CA,15.871063
Lewis County,WA,15.795877
Hamilton County,IN,15.754245
Garfield County,CO,15.668496
Tioga County,NY,15.314315
Pasco County,FL,14.993687
Rockdale County,GA,14.925336
Douglas County,CO,14.753838
Rockingham County,NH,14.728361
Jackson County,MO,14.517096
Douglas County,WI,14.479813
Gloucester County,NJ,14.362995
Penobscot County,ME,14.354918
Williamson County,IL,14.353053
Dakota County,MN,14.241828
Flathead County,MT,14.205789
Latah County,ID,14.141166
Boone County,IN,14.06163
Island County,WA,14.046718
Will County,IL,14.026212
Lexington County,SC,13.933006
Washington County,ME,13.904423
Boone County,IA,13.798169
Hillsborough County,NH,13.616729
Cumberland County,PA,13.516687
Tolland County,CT,13.481891
Fairfield County,CT,13.430939
Polk County,OR,13.409812
Fayette County,GA,13.345189
Franklin County,WA,13.141379
Clinton County,MI,13.12336
Nevada County,CA,13.071786
Bay County,MI,13.006542
Bristol County,RI,12.899666
Platte County,MO,12.843742
Chesterfield County,VA,12.823858
Sarasota County,FL,12.725682
Madison County,IL,12.455385
Tulare County,CA,12.412511
St. Louis City,MO,12.401326
Polk County,FL,12.364044
San Bernardino County,CA,12.202488
Warren County,IA,12.11301
Placer County,CA,12.111146
Fulton County,NY,12.091262
Delaware County,OH,11.853277
Sullivan County,TN,11.796732
Hanover County,VA,11.654438
Jefferson County,CO,11.611564
Montgomery County,NY,11.438201
Marquette County,MI,11.431987
Anne Arundel County,MD,11.395327
York County,VA,11.39222
Manatee County,FL,11.326354
Anoka County,MN,11.230663
Howard County,MD,11.230042
Greene County,OH,11.226314
Yakima County,WA,11.150506
Martin County,FL,11.117574
Hendricks County,IN,11.000755
Franklin County,NY,10.958503
Kent County,RI,10.825529
Somerset County,NJ,10.795703
Adams County,CO,10.607428
Dakota County,NE,10.556476
Cumberland County,ME,10.488124
Kendall County,IL,10.471969
Kenton County,KY,10.415424
Hancock County,ME,10.378763
Chesapeake City,VA,10.204158
Merced County,CA,10.186759
Yolo County,CA,10.099768
Palm Beach County,FL,10.027067
Campbell County,KY,10.01961
Russell County,AL,9.9587164
Washington County,VT,9.9369678
Dupage County,IL,9.9152203
King County,WA,9.8711023
Tazewell County,IL,9.8624039
Whitman County,WA,9.8499765
Niagara County,NY,9.6716423
Broome County,NY,9.5703592
Madera County,CA,9.3839474
Lake County,IL,9.307519
Ulster County,NY,9.1832447
Sagadahoc County,ME,9.1360207
La Plata County,CO,9.0769901
Poquoson City,VA,9.012989
Polk County,IA,8.9918623
Ramsey County,MN,8.9458809
Sarpy County,NE,8.9359388
Lake County,IN,8.9253759
Essex County,MA,8.8912001
Yuba County,CA,8.7986164
Oneida County,NY,8.688633
Sussex County,NJ,8.6631575
Litchfield County,CT,8.6550789
Portsmouth City,VA,8.5705729
Ventura County,CA,8.5283194
Broomfield County,CO,8.5208635
New London County,CT,8.5146494
Atlantic County,NJ,8.485445
Butte County,CA,8.3245096
Oxford County,ME,8.2828779
Franklin County,OH,8.1380987
Greenville County,SC,8.1293993
Warren County,NY,8.0535917
El Paso County,CO,8.0069895
Jefferson County,WA,7.9094338
Emmet County,MI,7.8305197
Burlington County,NJ,7.8137426
Columbia County,NY,7.7714896
Fairfax City,VA,7.7615476
Columbia County,GA,7.7584405
Cuyahoga County,OH,7.7286148
Kern County,CA,7.6813908
Fairfax County,VA,7.6453509
Kennebec County,ME,7.6242247
Franklin County,ME,7.5751362
Pima County,AZ,7.5651941
St. Lucie County,FL,7.3284516
Richmond County,GA,6.9997463
Monterey County,CA,6.9630857
Schoharie County,NY,6.9605999
Waldo County,ME,6.9550076
Cass County,ND,6.9289103
Pitkin County,CO,6.9202108
Montgomery County,OH,6.8841715
Humboldt County,CA,6.8425398
Orange County,NY,6.830112
New Haven County,CT,6.7984223
Santa Cruz County,CA,6.7350426
Wayne County,MI,6.7201295
Whatcom County,WA,6.6840901
Middlesex County,NJ,6.6816044
Clayton County,GA,6.664206
Dekalb County,GA,6.630652
Dauphin County,PA,6.5939913
Boulder County,CO,6.5734859
Monmouth County,NJ,6.5678935
Clackamas County,OR,6.5125914
Clinton County,NY,6.5038924
Johnson County,KS,6.4504542
St. Clair County,IL,6.3702974
Wyandotte County,KS,6.3647051
Hillsborough County,FL,6.1521964
Delaware County,PA,6.1403899
Arapahoe County,CO,6.0726604
Walla Walla County,WA,6.0664468
Honolulu County,HI,5.9346476
Oakland County,MI,5.8843851
Richmond County,NY,5.8657441
Prince George'S County,MD,5.8011212
Dutchess County,NY,5.7768879
San Luis Obispo County,CA,5.7594895
Seminole County,FL,5.7352562
Macomb County,MI,5.7296638
Saratoga County,NY,5.7191005
Saginaw County,MI,5.6662841
Luzerne County,PA,5.6644197
